@relation 'relation-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-2,6'

@attribute '0.67 class=crew-0.455sex=female-0.437class=3rd-0.297age=child-0.188class=1st...' numeric
@attribute -0.617class=3rd+0.612class=1st+0.304sex=female+0.295class=2nd-0.248age=child... numeric
@attribute survived {yes,no}

@data
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-0.735895,-1.319664,no
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,yes
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-1.845869,-0.578713,no
-2.102676,-2.464525,yes
-2.102676,-2.464525,yes
-2.102676,-2.464525,yes
-2.102676,-2.464525,yes
-2.102676,-2.464525,yes
-2.102676,-2.464525,yes
-2.102676,-2.464525,yes
-2.102676,-2.464525,yes
-2.102676,-2.464525,yes
-2.102676,-2.464525,yes
-2.102676,-2.464525,yes
-2.102676,-2.464525,yes
-2.102676,-2.464525,yes
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-2.102676,-2.464525,no
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,yes
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
-3.21265,-1.723574,no
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,yes
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
